04-21-2025 15:13:43 RAM 1557/6855MB (lfb 13x2MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1420,25%@1420,66%@1420,58%@1420,25%@1420,100%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 7331mW/7331mW VDD_CPU_GPU_CV 2371mW/2371mW VDD_SOC 1469mW/1469mW
04-21-2025 15:14:50 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1419,0%@1420,0%@1421,9%@1420,15%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5561mW/6310mW VDD_CPU_GPU_CV 1022mW/1712mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:50 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [23%@1420,8%@1420,0%@1421,15%@1420,0%@1420,0%@1423] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5520mW/6308mW VDD_CPU_GPU_CV 981mW/1711mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:51 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,0%@1420,15%@1420,0%@1420,8%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5480mW/6307mW VDD_CPU_GPU_CV 981mW/1709mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:51 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,0%@1421,9%@1420,9%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5439mW/6305mW VDD_CPU_GPU_CV 940mW/1708mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:51 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,0%@1420,16%@1419,9%@1420,0%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5439mW/6304mW VDD_CPU_GPU_CV 940mW/1707mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:51 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,8%@1421,0%@1421,16%@1421,0%@1420,8%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5439mW/6302mW VDD_CPU_GPU_CV 940mW/1705mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:51 RAM 1542/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,0%@1420,9%@1420,0%@1420,7%@1418,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5439mW/6301mW VDD_CPU_GPU_CV 899mW/1704mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:51 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1425,8%@1421,16%@1420,28%@1420,0%@1420,0%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5439mW/6299mW VDD_CPU_GPU_CV 899mW/1702mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:51 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1419,16%@1421,9%@1421,0%@1422,0%@1421,0%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5398mW/6298mW VDD_CPU_GPU_CV 899mW/1701mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:51 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,0%@1420,16%@1420,8%@1428,0%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39C GPU@40C PMIC@50C VDD_IN 5398mW/6296mW VDD_CPU_GPU_CV 899mW/1700mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:51 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1422,9%@1420,0%@1421,8%@1420,0%@1420,0%@1418] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5357mW/6295mW VDD_CPU_GPU_CV 858mW/1698mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:52 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1422,0%@1421,9%@1421,0%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5398mW/6293mW VDD_CPU_GPU_CV 858mW/1697mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:52 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,0%@1421,9%@1420,9%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5357mW/6292mW VDD_CPU_GPU_CV 858mW/1695mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:52 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1420,0%@1420,9%@1420,16%@1421,8%@1420,0%@1422] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5398mW/6290mW VDD_CPU_GPU_CV 899mW/1694mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:52 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,16%@1420,0%@1420,16%@1420,8%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5398mW/6288mW VDD_CPU_GPU_CV 899mW/1693mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:52 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,0%@1420,8%@1419,9%@1420,8%@1420,7%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.65C AO@39C GPU@40C PMIC@50C VDD_IN 5398mW/6287mW VDD_CPU_GPU_CV 899mW/1691mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:52 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [23%@1417,0%@1420,9%@1421,9%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5398mW/6285mW VDD_CPU_GPU_CV 899mW/1690mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:52 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1419,8%@1421,0%@1420,9%@1421,0%@1421,0%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39C GPU@40C PMIC@50C VDD_IN 5398mW/6284mW VDD_CPU_GPU_CV 899mW/1689mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:52 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,9%@1415,0%@1418,9%@1419,36%@1418,15%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.3C AO@39.5C GPU@40C PMIC@50C VDD_IN 5398mW/6282mW VDD_CPU_GPU_CV 899mW/1687mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:53 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1419,0%@1420,4%@1419,0%@1419,40%@1420,4%@1417] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.3C AO@39.5C GPU@39.5C PMIC@50C VDD_IN 5398mW/6281mW VDD_CPU_GPU_CV 858mW/1686mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:53 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1420,15%@1420,8%@1420,9%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39.5C GPU@40C PMIC@50C VDD_IN 5357mW/6279mW VDD_CPU_GPU_CV 858mW/1684mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:53 RAM 1543/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,0%@1420,16%@1419,23%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39.5C GPU@40C PMIC@50C VDD_IN 5398mW/6278mW VDD_CPU_GPU_CV 899mW/1683mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:53 RAM 1542/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1421,0%@1421,8%@1420,9%@1420,0%@1420,15%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39.5C GPU@40C PMIC@50C VDD_IN 5357mW/6276mW VDD_CPU_GPU_CV 858mW/1682mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:53 RAM 1542/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,0%@1420,23%@1419,16%@1420,0%@1420,0%@1422] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39.5C GPU@40C PMIC@50C VDD_IN 5398mW/6275mW VDD_CPU_GPU_CV 899mW/1680mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:53 RAM 1542/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1421,0%@1420,16%@1421,9%@1420,0%@1419,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.3C AO@39C GPU@40C PMIC@50C VDD_IN 5357mW/6273mW VDD_CPU_GPU_CV 858mW/1679mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:53 RAM 1542/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1420,0%@1420,9%@1420,0%@1421,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39.5C GPU@40C PMIC@50C VDD_IN 5357mW/6272mW VDD_CPU_GPU_CV 858mW/1678mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:53 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,8%@1420,0%@1421,15%@1421,0%@1420,9%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.15C AO@39.5C GPU@40C PMIC@50C VDD_IN 5357mW/6270mW VDD_CPU_GPU_CV 858mW/1676mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:53 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [23%@1420,0%@1420,9%@1420,0%@1420,0%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.15C AO@39.5C GPU@39.5C PMIC@50C VDD_IN 5357mW/6269mW VDD_CPU_GPU_CV 858mW/1675mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:54 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,9%@1420,16%@1419,8%@1420,0%@1421,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.15C AO@39C GPU@39.5C PMIC@50C VDD_IN 5357mW/6267mW VDD_CPU_GPU_CV 858mW/1674mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:54 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,8%@1420,0%@1420,9%@1420,0%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41C thermal@40.15C AO@39.5C GPU@39.5C PMIC@50C VDD_IN 5357mW/6266mW VDD_CPU_GPU_CV 858mW/1672mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:54 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,9%@1420,9%@1420,9%@1419,0%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.15C AO@39C GPU@40C PMIC@50C VDD_IN 5398mW/6264mW VDD_CPU_GPU_CV 899mW/1671mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:54 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,8%@1420,0%@1420,9%@1421,7%@1420,0%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.15C AO@39C GPU@40C PMIC@50C VDD_IN 5398mW/6263mW VDD_CPU_GPU_CV 899mW/1670mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:54 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1420,9%@1420,16%@1420,16%@1420,0%@1421,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.15C AO@39.5C GPU@39.5C PMIC@50C VDD_IN 5398mW/6261mW VDD_CPU_GPU_CV 899mW/1668mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:54 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,0%@1421,16%@1419,0%@1420,0%@1420,8%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.15C AO@39.5C GPU@40C PMIC@50C VDD_IN 5398mW/6260mW VDD_CPU_GPU_CV 899mW/1667mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:54 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,0%@1421,0%@1419,15%@1419,0%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.15C AO@39.5C GPU@40C PMIC@50C VDD_IN 5398mW/6259mW VDD_CPU_GPU_CV 858mW/1666mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:54 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1421,0%@1420,23%@1420,0%@1420,0%@1419,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.15C AO@39.5C GPU@40C PMIC@50C VDD_IN 5357mW/6257mW VDD_CPU_GPU_CV 858mW/1664mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:55 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1420,0%@1421,0%@1420,10%@1420,0%@1420,0%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39.5C GPU@40C PMIC@50C VDD_IN 5357mW/6256mW VDD_CPU_GPU_CV 858mW/1663mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:55 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [0%@1420,0%@1420,9%@1421,0%@1420,9%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39.5C GPU@40C PMIC@50C VDD_IN 5357mW/6254mW VDD_CPU_GPU_CV 858mW/1662mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:55 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [28%@1420,0%@1420,16%@1421,15%@1420,0%@1419,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39.5C GPU@40C PMIC@50C VDD_IN 5357mW/6253mW VDD_CPU_GPU_CV 858mW/1660mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:55 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [30%@1420,15%@1420,10%@1419,45%@1419,45%@1420,10%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.3C AO@39C GPU@39.5C PMIC@50C VDD_IN 5561mW/6251mW VDD_CPU_GPU_CV 1063mW/1660mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:55 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,0%@1420,25%@1419,0%@1420,81%@1420,25%@1416] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.3C AO@39C GPU@39.5C PMIC@50C VDD_IN 5766mW/6251mW VDD_CPU_GPU_CV 1267mW/1659mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:55 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,83%@1420,27%@1419,25%@1420,20%@1419,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.3C AO@39.5C GPU@40C PMIC@50C VDD_IN 5889mW/6250mW VDD_CPU_GPU_CV 1349mW/1658mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:55 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,25%@1420,9%@1419,0%@1420,0%@1420,8%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.3C AO@39.5C GPU@39.5C PMIC@50C VDD_IN 5807mW/6249mW VDD_CPU_GPU_CV 1267mW/1658mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:55 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1419,0%@1420,10%@1421,9%@1419,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.3C AO@39.5C GPU@39.5C PMIC@50C VDD_IN 5684mW/6248mW VDD_CPU_GPU_CV 1185mW/1657mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:55 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,0%@1420,9%@1420,9%@1419,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39C GPU@40C PMIC@50C VDD_IN 5602mW/6247mW VDD_CPU_GPU_CV 1104mW/1656mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:56 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1413,0%@1420,25%@1420,0%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39C GPU@40C PMIC@50C VDD_IN 5561mW/6246mW VDD_CPU_GPU_CV 1022mW/1655mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:56 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,0%@1421,8%@1420,16%@1420,8%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39.5C GPU@39.5C PMIC@50C VDD_IN 5520mW/6245mW VDD_CPU_GPU_CV 981mW/1654mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:56 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,8%@1419,10%@1420,9%@1420,0%@1421,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39C GPU@40C PMIC@50C VDD_IN 5480mW/6244mW VDD_CPU_GPU_CV 940mW/1653mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:56 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1419,0%@1420,16%@1420,9%@1420,0%@1421,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.3C AO@39.5C GPU@40C PMIC@50C VDD_IN 5480mW/6243mW VDD_CPU_GPU_CV 981mW/1652mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:56 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,8%@1420,9%@1421,9%@1420,0%@1420,0%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39C GPU@40C PMIC@50C VDD_IN 5439mW/6241mW VDD_CPU_GPU_CV 940mW/1651mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:56 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,0%@1420,9%@1420,18%@1419,0%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39.5C GPU@40C PMIC@50C VDD_IN 5439mW/6240mW VDD_CPU_GPU_CV 940mW/1649mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:56 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [0%@1420,8%@1420,8%@1419,16%@1420,0%@1419,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39.5C GPU@39.5C PMIC@50C VDD_IN 5439mW/6239mW VDD_CPU_GPU_CV 940mW/1648mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:56 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,0%@1420,0%@1421,15%@1420,0%@1420,15%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39C GPU@40C PMIC@50C VDD_IN 5398mW/6237mW VDD_CPU_GPU_CV 899mW/1647mW VDD_SOC 1347mW/1374mW
04-21-2025 15:14:56 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1419,8%@1420,15%@1420,9%@1420,0%@1420,0%@1425] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39.5C GPU@40C PMIC@50C VDD_IN 5398mW/6236mW VDD_CPU_GPU_CV 899mW/1646mW VDD_SOC 1347mW/1374mW
04-21-2025 15:14:57 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,8%@1420,8%@1420,0%@1420,0%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39C GPU@40C PMIC@50C VDD_IN 5398mW/6235mW VDD_CPU_GPU_CV 899mW/1645mW VDD_SOC 1347mW/1374mW
04-21-2025 15:14:57 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1420,16%@1420,0%@1420,9%@1420,8%@1420,9%@1418] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39C GPU@40C PMIC@50C VDD_IN 5398mW/6233mW VDD_CPU_GPU_CV 899mW/1643mW VDD_SOC 1347mW/1374mW
04-21-2025 15:14:57 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,0%@1420,0%@1419,8%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41C thermal@40.3C AO@39C GPU@39.5C PMIC@50C VDD_IN 5357mW/6232mW VDD_CPU_GPU_CV 858mW/1642mW VDD_SOC 1347mW/1374mW
